	menhinick
DE1	0.45696636037749816
DE2	0.7835932587632403
DE3	0.6480012018303332
DE4	0.24691358024691357
DE5	0.7195666034655829
PE1	0.5565379710984114
PE2	0.5821593023416883
PE3	1.046815328823738
PE4	0.8978452368324049
PE5	0.6984161063767083
RI1	1.2299375139285857
RI2	0.7103039029694409
RI3	0.5629781142463731
RI4	0.7418827505749301
RI5	0.9214785982417302
