	gini_index
DE1	0.9646297115524198
DE2	0.9632401585573331
DE3	0.9731164877303485
DE4	0.9916936013127661
DE5	0.9696791282603158
PE1	0.9799905291922444
PE2	0.9692292111875631
PE3	0.9500466711389839
PE4	0.9087085434617073
PE5	0.9549667431655019
RI1	0.8826150339551246
RI2	0.9487362041695834
RI3	0.9689570052426835
RI4	0.9616674976277402
RI5	0.9206667872430216
