	S62	S63	S64	S65	S66	S68	S69	S71	S72	S74	S82	S83	S84	S85	S86
GLUCARGALACTSUPER-PWY	683.6323390416389	0.0	230.95453431968477	0.0	0.0	0.29215607624356826	0.0	0.0	0.0	5.677093079608317	78.51102262343328	9.847900508262084	76.97433080326373	331.27091879152266	87.48594715114244
GLUCONEO-PWY	14002.291329680069	0.0	19774.22941205509	631.9324031112106	617.9582950225749	718.9704964463444	777.123689988078	2246.20240594692	2703.4412058703883	4031.5206725199055	9396.07492699927	1873.7349323717722	8118.628384030458	6977.743647671097	3442.5911439424694
GLUCOSE1PMETAB-PWY	845.1133585758396	0.0	388.9200114564311	0.0	0.0	1.2896573308901171	0.0	0.0	126.58504751217215	0.0	422.67932751060573	435.02735989883735	1042.403818427662	810.9815683909158	363.04185732222413
GLUCUROCAT-PWY	4550.486658184381	123.67154803210687	6955.59977430116	152.30883371964768	185.2397673991338	340.4483752526054	42.15025982751858	1026.2914560582017	1164.5878716960158	128.73171455369578	2986.4608315104288	919.3482072757388	3273.1075026314898	2888.0375160803037	1462.4232588276864
GLUTORN-PWY	8882.407159025028	0.0	12950.552647882108	1254.1169030390731	246.67476059909887	722.8733254018584	395.4548404214281	1928.9365645833652	1827.6886604295414	3176.9474214765155	5947.296132608794	1052.6243501557103	4788.947768784882	4234.750726264279	2327.9587160508045
GLYCOCAT-PWY	14445.490744046256	0.0	25244.82287639034	195.27761897334173	374.22837047203006	1244.2659877757967	146.3174460758593	3200.403916769219	3530.2780720187848	253.26824870677143	10465.410899555896	3042.5087542347924	10853.132838182079	8291.082916070076	5296.5848045991115
GLYCOGENSYNTH-PWY	15084.512980536036	0.0	22375.400682459764	1613.3955362789088	373.27737868248283	1193.6475740020344	756.6982743408821	2902.0297518833945	3379.0891332818383	925.2554017647221	9118.488424021893	2604.364238320424	8952.084614727311	7556.481918681759	5149.293215605018
GLYCOL-GLYOXDEG-PWY	685.3018602793829	0.0	804.0025205184904	0.0	0.0	0.0	0.0	0.0	0.0	104.19932845553802	55.249114355274685	0.0	0.0	0.15605955054198148	385.4169746737206
GLYCOLYSIS	14516.219402687695	213.92130122210605	22814.057322858294	1978.4890124060414	616.2246244704378	827.561796257692	753.6711161435709	2628.1283043310004	3381.5445017886186	2700.2734112432627	10593.471382544407	2720.505807998381	9639.922217575731	8228.66912863401	5038.707883050054
GLYCOLYSIS-E-D	8322.397477839786	0.0	9684.797325511832	0.0	0.0	25.19765552770619	134.72628150245853	469.1038771083908	1645.7413658160485	29.526356032502925	4103.62308981519	1136.5095225114803	5031.540712416389	4007.4761881029704	2681.5313060746325
GLYCOLYSIS-TCA-GLYOX-BYPASS	5604.339791975374	0.0	3027.667656313839	0.0	0.0	0.5419610213602578	0.0	0.0	0.0	2960.1839993205695	144.84413710909192	0.0	0.0	0.6147155591983597	1126.3216382979426
GLYOXYLATE-BYPASS	3031.7091232962484	0.0	1515.693857511928	0.0	0.0	0.20663868806919714	0.0	0.0	0.0	2740.337146608149	61.63597514463644	0.0	0.0	0.15612785359414033	661.4005974838882
GOLPDLCAT-PWY	33.588663345110014	0.0	3833.7745221474734	0.0	96.0343166960984	229.97154556460876	0.0	438.4416806954122	544.0378016483138	14.913348371319207	1195.8951914772379	239.21874973697382	1399.5145287483117	143.9362578618014	534.6048918563826
HCAMHPDEG-PWY	1483.94423399979	0.0	133.75075779274792	0.0	0.0	0.0	0.0	0.0	0.0	1126.5986818339202	0.0	0.0	0.0	0.0	238.38931840119804
HEME-BIOSYNTHESIS-II	2684.874381408102	0.0	2460.940588761276	0.0	0.0	0.15110979042443673	130.10716466545927	117.49279484354196	473.9597074727089	2778.1895362107234	1142.4228605047742	636.4465531870043	1831.7560767076052	1574.8422438584169	1129.8252069728264
HEMESYN2-PWY	3462.4842360468515	0.0	3955.8749196530657	0.0	38.99631232074701	45.115440109113784	239.2468752133409	462.9383116256928	1151.2440380566297	3499.2742372732	2766.046439154713	1021.6395438909726	2755.195110251112	2987.564728703931	1881.3367906452231
HEXITOLDEGSUPER-PWY	7233.366290119512	0.0	13686.421153162884	921.8624466084382	407.2205829893281	490.8438347971217	414.30063798517534	1551.2062803343606	1916.1234383837425	644.9676144833019	6183.431344173821	776.933909535251	4970.395099716428	2638.480788508044	2122.4117005561693
HISDEG-PWY	3589.6861765159188	0.0	7362.249576237243	0.0	323.38901220034086	84.29193997183133	403.98691072551134	89.95787881279004	528.5716789065499	2650.913414663732	4185.490927922082	902.0308287594314	5035.770137599467	3048.305248376562	1153.1429676077898
HISTSYN-PWY	10801.979086814554	0.0	15791.750450245403	1348.3342777002633	371.6750312158597	846.4894016494328	417.52035080357547	2102.1319951837804	2193.5838899442806	3113.4237785115943	7329.98220403378	1501.5880692618157	6837.936976182318	5298.652961136899	2792.3069894632426
HOMOSER-METSYN-PWY	8509.829401392479	0.0	7801.407570303885	1254.116903039073	83.20736811930371	249.08598160314702	394.6675961835916	887.4613625794065	1431.2863103478314	761.4951267959142	2927.1114178806856	572.1467230972919	2619.1894077130887	2923.383112031423	2479.4850569744813
HSERMETANA-PWY	9660.259462497957	0.0	8290.352598944806	1465.8782550014853	0.0	164.7002145151054	202.9262377479063	411.1769763983847	620.4458361709525	3005.255102289951	3048.6148568331832	609.3815937250317	2786.3500892803368	3415.3351719360344	2902.0611411807936
ILEUDEG-PWY	0.0	0.0	36.58456133379652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.19066982269611
ILEUSYN-PWY	15823.41636912502	66.5701645978643	21521.159919014946	1750.972711375905	442.7327251981652	1164.4449803507273	533.8389129283405	2868.5563258633665	3028.7990282373903	3839.09225826908	9517.345883447506	2029.1355199316033	9132.988068937488	7454.362003315184	4331.922980126343
KDO-NAGLIPASYN-PWY	1108.12698555682	0.0	0.03566473179763156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03543769176373777
KETOGLUCONMET-PWY	323.0931819890261	0.0	113.28938237082033	0.0	0.0	0.0	0.0	0.0	0.0	148.23172110871423	1.096370940072	0.0	0.0	5.266006543879984	320.8849354174514
