	margalef
DE1	13.853448028545614
DE2	5.33756388842754
DE3	4.166431776109299
DE4	2.1618181632387388
DE5	4.568499973840433
PE1	4.104923843010652
PE2	7.120243402481074
PE3	9.463943400530583
PE4	14.002281628424
PE5	9.810053711700517
RI1	17.950284186808716
RI2	12.53621077121856
RI3	7.235599211159646
RI4	5.07899234819417
RI5	13.193468734388436
