	enspie
DE1	3.4311487362853312
DE2	18.94789115464739
DE3	8.85002271180068
DE4	1.9080738772058052
DE5	15.262882568959569
PE1	4.431423393469936
PE2	3.5333773353134217
PE3	14.079849287784603
PE4	28.971891598874507
PE5	5.430440443879994
RI1	43.355988462616644
RI2	4.759583238499135
RI3	4.921290563184221
RI4	19.34719389148496
RI5	17.104434483014117
