	shannon
10249.C020.01SS	2.4328527092508154
10249.C020.06SS	1.460149725979112
10249.C020.21SS	4.6093221514718525
10249.C020.28SS	4.699401716184328
10249.C020.29SS	5.165520501986188
10249.C021.01SS	2.126384165210034
10249.C021.13SS	4.410771352613775
10249.C022.01SS	2.3377070728326257
10249.C022.16SS	4.304837920892119
10249.C022.19SS	4.302123970911777
10249.C022.20SS	4.612956396560994
10249.C022.21SS	4.723421472307376
10249.C023.01SS	2.579963847841057
10249.C024.01SS	2.239634760512998
10249.C024.18SS	4.9119659795702795
10249.C024.21SS	5.030172772233569
10249.C024.22SS	5.040351206556213
10249.C025.01SS	4.118840842195082
10249.C025.17SS	3.2874520384698918
10249.C025.20SS	2.4906227772253904
10249.C025.21SS	2.939508637614687
10249.C027.01SS	1.0744149914562298
10249.C027.18SS	4.503308615357849
10249.C027.21SS	4.873204246213187
10249.C027.22SS	4.667915700940822
10249.C030.01SS	3.2763661732713962
10249.C030.18SS	4.837077534258141
10249.C030.20SS	5.4553898568442065
10249.C031.01SS	1.3724305537404562
10249.C031.09SS	2.4869299336378443
10249.C031.18SS	3.9524313509650004
10249.C031.20SS	4.632159472222671
10249.C031.21SS	5.402386499336551
10249.C032.01SS	2.1289432087168354
10249.C032.09SS	1.9628390592176634
10249.C032.21SS	6.001328725067852
10249.C032.22SS	5.936731401211038
10249.C033.01SS	1.5853848633979484
10249.C033.16SS	4.638151787151749
10249.C033.19SS	4.684339841620382
10249.C034.01SS	1.556069283268794
10249.C034.16SS	3.7978049706758337
10249.C035.01SS	1.2556531238923672
10249.C035.05SS	2.8027093655966797
10249.C035.16SS	3.4651670766125817
10249.C035.17SS	4.054199114526963
10249.C036.01SS	1.1943709035995842
10249.C036.13SS	3.632599856773332
10249.C036.15SS	3.951814296694938
10249.C036.16SS	4.277272719987838
10249.C037.01SS	1.5446624491982706
10249.C037.05SS	3.4529922656907517
10249.C037.14SS	3.8597255044456404
10249.C037.16SS	3.500654696324476
10249.C037.17SS	4.14515812325828
10249.C037.18SS	3.9313150523784555
10249.C038.01SS	0.0440940587594734
10249.C038.14SS	4.303394463599279
10249.C038.18SS	4.795559364747962
10249.C041.01SS	1.4766407873563556
10249.C041.04SS	2.4971844919059176
10249.C041.18SS	5.777932671315936
10249.C041.19SS	5.782260903091182
10249.C042.01SS	1.1385237573723308
10249.C042.04SS	3.7961380911775002
10249.C042.13SS	4.609614238186882
10249.C042.16SS	3.891814246490673
10249.C042.17SS	5.484655136348353
10249.C043.01SS	1.7989483206334498
10249.C043.14SS	3.917395350409362
10249.C043.16SS	3.8630041068046603
10249.C043.17SS	4.436417340706175
10249.C043.18SS	3.759477340878173
10249.C043.20SS	5.19401737469908
10249.C044.01SS	1.003566334053625
10249.C044.16SS	4.320705936167874
10249.C044.17SS	4.734226756554242
10249.C045.11SS	4.4235619164340685
10249.C045.12SS	4.034056374382326
10249.C045.13SS	4.645311539428495
10249.C046.08SS	3.667458795063004
10249.C046.12SS	3.6353490929507957
10249.C046.13SS	2.1964637975178243
10249.C046.14SS	2.8218632662699568
10249.C047.05SS	1.6142498197671706
10249.C047.09SS	3.651699532162411
10249.C047.10SS	3.7824149912075136
10249.C047.11SS	3.7231119329447018
10249.C047.13SS	3.4630476508021917
10249.C049.04SS	2.095360960088599
10249.C049.10SS	3.281982525653111
10249.C049.11SS	3.462448636672717
10249.C049.12SS	3.376820740518234
10249.C049.13SS	3.8328606868746893
10249.C049.14SS	3.8901285915699564
10249.C052.02SS	0.020105463645276985
10249.C052.06SS	2.304622257085811
10249.C052.07SS	1.8199037615149534
10249.C052.08SS	2.159541487379024
10249.C052.09SS	2.8366559381771954
10249.C053.06SS	3.439646613133609
10249.C053.07SS	2.7619672949799705
10249.C053.08SS	3.5611677302444598
10249.C053.09SS	2.6473551781929383
10249.C055.01SS	6.978478071848532
10249.C055.06SS	3.459768671451229
10249.C055.07SS	3.0456939700001677
10249.C055.08SS	1.9970068447598093
10249.C055.09SS	3.7579464755178966
10249.C056.06SS	3.200839930279089
10249.C056.07SS	3.1289467919220297
10249.C056.08SS	3.8640949480343045
10249.C056.09SS	3.6373071336910594
10249.C056.10SS	3.690527175866412
10249.C057.02SS	2.2282382888140737
10249.C057.06SS	2.34333411266533
10249.C057.08SS	2.518449166555269
10249.C057.09SS	2.4859267398804628
10249.C057.10SS	2.519125734316139
10249.C057.11SS	3.749882034066896
